# emoji-sequences.txt
# Date: 2018-02-07, 07:55:18 GMT
# © 2018 Unicode®, Inc.
# Unicode and the Unicode Logo are registered trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use, see http://www.unicode.org/terms_of_use.html
#
# Emoji Sequence Data for UTS #51
# Version: 11.0
#
# For documentation and usage, see http://www.unicode.org/reports/tr51
#
# Format:
#   code_point(s) ; type_field ; description # comments 
# Fields:
#   code_point(s): one or more code points in hex format, separated by spaces
#   type_field: any of {Emoji_Combining_Sequence, Emoji_Flag_Sequence, Emoji_Modifier_Sequence}
#     The type_field is a convenience for parsing the emoji sequence files, and is not intended to be maintained as a property.
#   short name: CLDR short name of sequence; characters may be escaped with \x{hex}.
#
# Characters and sequences are listed in code point order. Users should be shown a more natural order.
# See the CLDR collation order for Emoji.

# ================================================

# Emoji Keycap Sequence

0023 FE0F 20E3; Emoji_Keycap_Sequence     ; keycap: \x{23}                                                 #  3.0  [1] (#️⃣)
1F472 1F3FE   ; Emoji_Modifier_Sequence   ; man with Chinese cap: medium-dark skin tone                    #  8.0  [1] (👲🏾)
1F472 1F3FF   ; Emoji_Modifier_Sequence   ; man with Chinese cap: dark skin tone                           #  8.0  [1] (👲🏿)
1F473 1F3FB   ; Emoji_Modifier_Sequence   ; person wearing turban: light skin tone                         #  8.0  [1] (👳🏻)
1F473 1F3FC   ; Emoji_Modifier_Sequence   ; person wearing turban: medium-light skin tone                  #  8.0  [1] (👳🏼)
1F473 1F3FD   ; Emoji_Modifier_Sequence   ; person wearing turban: medium skin tone                        #  8.0  [1] (👳🏽)
1F473 1F3FE   ; Emoji_Modifier_Sequence   ; person wearing turban: medium-dark skin tone                   #  8.0  [1] (👳🏾)
1F473 1F3FF   ; Emoji_Modifier_Sequence   ; person wearing turban: dark skin tone                          #  8.0  [1] (👳🏿)
1F474 1F3FB   ; Emoji_Modifier_Sequence   ; old man: light skin tone                                       #  8.0  [1] (👴🏻)
1F474 1F3FC   ; Emoji_Modifier_Sequence   ; old man: medium-light skin tone                                #  8.0  [1] (👴🏼)
1F474 1F3FD   ; Emoji_Modifier_Sequence   ; old man: medium skin tone                                      #  8.0  [1] (👴🏽)
1F474 1F3FE   ; Emoji_Modifier_Sequence   ; old man: medium-dark skin tone                                 #  8.0  [1] (👴🏾)
1F474 1F3FF   ; Emoji_Modifier_Sequence   ; old man: dark skin tone                                        #  8.0  [1] (👴🏿)
1F475 1F3FB   ; Emoji_Modifier_Sequence   ; old woman: light skin tone                                     #  8.0  [1] (👵🏻)
1F475 1F3FC   ; Emoji_Modifier_Sequence   ; old woman: medium-light skin tone                              #  8.0  [1] (👵🏼)
1F475 1F3FD   ; Emoji_Modifier_Sequence   ; old woman: medium skin tone                                    #  8.0  [1] (👵🏽)
1F475 1F3FE   ; Emoji_Modifier_Sequence   ; old woman: medium-dark skin tone                               #  8.0  [1] (👵🏾)
1F475 1F3FF   ; Emoji_Modifier_Sequence   ; old woman: dark skin tone                                      #  8.0  [1] (👵🏿)
1F476 1F3FB   ; Emoji_Modifier_Sequence   ; baby: light skin tone                                          #  8.0  [1] (👶🏻)
1F476 1F3FC   ; Emoji_Modifier_Sequence   ; baby: medium-light skin tone                                   #  8.0  [1] (👶🏼)
1F476 1F3FD   ; Emoji_Modifier_Sequence   ; baby: medium skin tone                                         #  8.0  [1] (👶🏽)
1F476 1F3FE   ; Emoji_Modifier_Sequence   ; baby: medium-dark skin tone                                    #  8.0  [1] (👶🏾)
1F476 1F3FF   ; Emoji_Modifier_Sequence   ; baby: dark skin tone                                           #  8.0  [1] (👶🏿)
1F477 1F3FB   ; Emoji_Modifier_Sequence   ; construction worker: light skin tone                           #  8.0  [1] (👷🏻)
1F477 1F3FC   ; Emoji_Modifier_Sequence   ; construction worker: medium-light skin tone                    #  8.0  [1] (👷🏼)
1F477 1F3FD   ; Emoji_Modifier_Sequence   ; construction worker: medium skin tone                          #  8.0  [1] (👷🏽)
1F477 1F3FE   ; Emoji_Modifier_Sequence   ; construction worker: medium-dark skin tone                     #  8.0  [1] (👷🏾)
1F477 1F3FF   ; Emoji_Modifier_Sequence   ; construction worker: dark skin tone                            #  8.0  [1] (👷🏿)
1F478 1F3FB   ; Emoji_Modifier_Sequence   ; princess: light skin tone                                      #  8.0  [1] (👸🏻)
1F478 1F3FC   ; Emoji_Modifier_Sequence   ; princess: medium-light skin tone                               #  8.0  [1] (👸🏼)
1F478 1F3FD   ; Emoji_Modifier_Sequence   ; princess: medium skin tone                                     #  8.0  [1] (👸🏽)
1F478 1F3FE   ; Emoji_Modifier_Sequence   ; princess: medium-dark skin tone                                #  8.0  [1] (👸🏾)
1F478 1F3FF   ; Emoji_Modifier_Sequence   ; princess: dark skin tone                                       #  8.0  [1] (👸🏿)
1F47C 1F3FB   ; Emoji_Modifier_Sequence   ; baby angel: light skin tone                                    #  8.0  [1] (👼🏻)
1F47C 1F3FC   ; Emoji_Modifier_Sequence   ; baby angel: medium-light skin tone                             #  8.0  [1] (👼🏼)
1F47C 1F3FD   ; Emoji_Modifier_Sequence   ; baby angel: medium skin tone                                   #  8.0  [1] (👼🏽)
1F47C 1F3FE   ; Emoji_Modifier_Sequence   ; baby angel: medium-dark skin tone                              #  8.0  [1] (👼🏾)
1F47C 1F3FF   ; Emoji_Modifier_Sequence   ; baby angel: dark skin tone                                     #  8.0  [1] (👼🏿)
1F481 1F3FB   ; Emoji_Modifier_Sequence   ; person tipping hand: light skin tone                           #  8.0  [1] (💁🏻)
1F481 1F3FC   ; Emoji_Modifier_Sequence   ; person tipping hand: medium-light skin tone                    #  8.0  [1] (💁🏼)
1F481 1F3FD   ; Emoji_Modifier_Sequence   ; person tipping hand: medium skin tone                          #  8.0  [1] (💁🏽)
1F481 1F3FE   ; Emoji_Modifier_Sequence   ; person tipping hand: medium-dark skin tone                     #  8.0  [1] (💁🏾)
1F481 1F3FF   ; Emoji_Modifier_Sequence   ; person tipping hand: dark skin tone                            #  8.0  [1] (💁🏿)
1F482 1F3FB   ; Emoji_Modifier_Sequence   ; guard: light skin tone                                         #  8.0  [1] (💂🏻)
1F482 1F3FC   ; Emoji_Modifier_Sequence   ; guard: medium-light skin tone                                  #  8.0  [1] (💂🏼)
1F482 1F3FD   ; Emoji_Modifier_Sequence   ; guard: medium skin tone                                        #  8.0  [1] (💂🏽)
1F482 1F3FE   ; Emoji_Modifier_Sequence   ; guard: medium-dark skin tone                                   #  8.0  [1] (💂🏾)
1F482 1F3FF   ; Emoji_Modifier_Sequence   ; guard: dark skin tone                                          #  8.0  [1] (💂🏿)
1F483 1F3FB   ; Emoji_Modifier_Sequence   ; woman dancing: light skin tone                                 #  8.0  [1] (💃🏻)
1F483 1F3FC   ; Emoji_Modifier_Sequence   ; woman dancing: medium-light skin tone                          #  8.0  [1] (💃🏼)
1F483 1F3FD   ; Emoji_Modifier_Sequence   ; woman dancing: medium skin tone                                #  8.0  [1] (💃🏽)
1F483 1F3FE   ; Emoji_Modifier_Sequence   ; woman dancing: medium-dark skin tone                           #  8.0  [1] (💃🏾)
1F483 1F3FF   ; Emoji_Modifier_Sequence   ; woman dancing: dark skin tone                                  #  8.0  [1] (💃🏿)
1F485 1F3FB   ; Emoji_Modifier_Sequence   ; nail polish: light skin tone                                   #  8.0  [1] (💅🏻)
1F485 1F3FC   ; Emoji_Modifier_Sequence   ; nail polish: medium-light skin tone                            #  8.0  [1] (💅🏼)
1F485 1F3FD   ; Emoji_Modifier_Sequence   ; nail polish: medium skin tone                                  #  8.0  [1] (💅🏽)
1F485 1F3FE   ; Emoji_Modifier_Sequence   ; nail polish: medium-dark skin tone                             #  8.0  [1] (💅🏾)
1F485 1F3FF   ; Emoji_Modifier_Sequence   ; nail polish: dark skin tone                                    #  8.0  [1] (💅🏿)
1F486 1F3FB   ; Emoji_Modifier_Sequence   ; person getting massage: light skin tone                        #  8.0  [1] (💆🏻)
1F486 1F3FC   ; Emoji_Modifier_Sequence   ; person getting massage: medium-light skin tone                 #  8.0  [1] (💆🏼)
1F486 1F3FD   ; Emoji_Modifier_Sequence   ; person getting massage: medium skin tone                       #  8.0  [1] (💆🏽)
1F486 1F3FE   ; Emoji_Modifier_Sequence   ; person getting massage: medium-dark skin tone                  #  8.0  [1] (💆🏾)
1F486 1F3FF   ; Emoji_Modifier_Sequence   ; person getting massage: dark skin tone                         #  8.0  [1] (💆🏿)
1F487 1F3FB   ; Emoji_Modifier_Sequence   ; person getting haircut: light skin tone                        #  8.0  [1] (💇🏻)
1F487 1F3FC   ; Emoji_Modifier_Sequence   ; person getting haircut: medium-light skin tone                 #  8.0  [1] (💇🏼)
1F487 1F3FD   ; Emoji_Modifier_Sequence   ; person getting haircut: medium skin tone                       #  8.0  [1] (💇🏽)
1F487 1F3FE   ; Emoji_Modifier_Sequence   ; person getting haircut: medium-dark skin tone                  #  8.0  [1] (💇🏾)
1F487 1F3FF   ; Emoji_Modifier_Sequence   ; person getting haircut: dark skin tone                         #  8.0  [1] (💇🏿)
1F4AA 1F3FB   ; Emoji_Modifier_Sequence   ; flexed biceps: light skin tone                                 #  8.0  [1] (💪🏻)
1F4AA 1F3FC   ; Emoji_Modifier_Sequence   ; flexed biceps: medium-light skin tone                          #  8.0  [1] (💪🏼)
1F4AA 1F3FD   ; Emoji_Modifier_Sequence   ; flexed biceps: medium skin tone                                #  8.0  [1] (💪🏽)
1F4AA 1F3FE   ; Emoji_Modifier_Sequence   ; flexed biceps: medium-dark skin tone                           #  8.0  [1] (💪🏾)
1F4AA 1F3FF   ; Emoji_Modifier_Sequence   ; flexed biceps: dark skin tone                                  #  8.0  [1] (💪🏿)
1F574 1F3FB   ; Emoji_Modifier_Sequence   ; man in suit levitating: light skin tone                        #  8.0  [1] (🕴🏻)
1F574 1F3FC   ; Emoji_Modifier_Sequence   ; man in suit levitating: medium-light skin tone                 #  8.0  [1] (🕴🏼)
1F574 1F3FD   ; Emoji_Modifier_Sequence   ; man in suit levitating: medium skin tone                       #  8.0  [1] (🕴🏽)
1F574 1F3FE   ; Emoji_Modifier_Sequence   ; man in suit levitating: medium-dark skin tone                  #  8.0  [1] (🕴🏾)
1F574 1F3FF   ; Emoji_Modifier_Sequence   ; man in suit levitating: dark skin tone                         #  8.0  [1] (🕴🏿)
1F575 1F3FB   ; Emoji_Modifier_Sequence   ; detective: light skin tone                                     #  8.0  [1] (🕵🏻)
1F575 1F3FC   ; Emoji_Modifier_Sequence   ; detective: medium-light skin tone                              #  8.0  [1] (🕵🏼)
1F575 1F3FD   ; Emoji_Modifier_Sequence   ; detective: medium skin tone                                    #  8.0  [1] (🕵🏽)
1F575 1F3FE   ; Emoji_Modifier_Sequence   ; detective: medium-dark skin tone                               #  8.0  [1] (🕵🏾)
1F575 1F3FF   ; Emoji_Modifier_Sequence   ; detective: dark skin tone                                      #  8.0  [1] (🕵🏿)
1F57A 1F3FB   ; Emoji_Modifier_Sequence   ; man dancing: light skin tone                                   #  9.0  [1] (🕺🏻)
1F57A 1F3FC   ; Emoji_Modifier_Sequence   ; man dancing: medium-light skin tone                            #  9.0  [1] (🕺🏼)
1F57A 1F3FD   ; Emoji_Modifier_Sequence   ; man dancing: medium skin tone                                  #  9.0  [1] (🕺🏽)
1F57A 1F3FE   ; Emoji_Modifier_Sequence   ; man dancing: medium-dark skin tone                             #  9.0  [1] (🕺🏾)
1F57A 1F3FF   ; Emoji_Modifier_Sequence   ; man dancing: dark skin tone                                    #  9.0  [1] (🕺🏿)
1F590 1F3FB   ; Emoji_Modifier_Sequence   ; hand with fingers splayed: light skin tone                     #  8.0  [1] (🖐🏻)
1F590 1F3FC   ; Emoji_Modifier_Sequence   ; hand with fingers splayed: medium-light skin tone              #  8.0  [1] (🖐🏼)
1F590 1F3FD   ; Emoji_Modifier_Sequence   ; hand with fingers splayed: medium skin tone                    #  8.0  [1] (🖐🏽)
1F590 1F3FE   ; Emoji_Modifier_Sequence   ; hand with fingers splayed: medium-dark skin tone               #  8.0  [1] (🖐🏾)
1F590 1F3FF   ; Emoji_Modifier_Sequence   ; hand with fingers splayed: dark skin tone                      #  8.0  [1] (🖐🏿)
1F595 1F3FB   ; Emoji_Modifier_Sequence   ; middle finger: light skin tone                                 #  8.0  [1] (🖕🏻)
1F595 1F3FC   ; Emoji_Modifier_Sequence   ; middle finger: medium-light skin tone                          #  8.0  [1] (🖕🏼)
1F595 1F3FD   ; Emoji_Modifier_Sequence   ; middle finger: medium skin tone                                #  8.0  [1] (🖕🏽)
1F595 1F3FE   ; Emoji_Modifier_Sequence   ; middle finger: medium-dark skin tone                           #  8.0  [1] (🖕🏾)
1F595 1F3FF   ; Emoji_Modifier_Sequence   ; middle finger: dark skin tone                                  #  8.0  [1] (🖕🏿)
1F596 1F3FB   ; Emoji_Modifier_Sequence   ; vulcan salute: light skin tone                                 #  8.0  [1] (🖖🏻)
1F596 1F3FC   ; Emoji_Modifier_Sequence   ; vulcan salute: medium-light skin tone                          #  8.0  [1] (🖖🏼)
1F596 1F3FD   ; Emoji_Modifier_Sequence   ; vulcan salute: medium skin tone                                #  8.0  [1] (🖖🏽)
1F596 1F3FE   ; Emoji_Modifier_Sequence   ; vulcan salute: medium-dark skin tone                           #  8.0  [1] (🖖🏾)
1F596 1F3FF   ; Emoji_Modifier_Sequence   ; vulcan salute: dark skin tone                                  #  8.0  [1] (🖖🏿)
1F645 1F3FB   ; Emoji_Modifier_Sequence   ; person gesturing NO: light skin tone                           #  8.0  [1] (🙅🏻)
1F645 1F3FC   ; Emoji_Modifier_Sequence   ; person gesturing NO: medium-light skin tone                    #  8.0  [1] (🙅🏼)
1F645 1F3FD   ; Emoji_Modifier_Sequence   ; person gesturing NO: medium skin tone                          #  8.0  [1] (🙅🏽)
1F645 1F3FE   ; Emoji_Modifier_Sequence   ; person gesturing NO: medium-dark skin tone                     #  8.0  [1] (🙅🏾)
1F645 1F3FF   ; Emoji_Modifier_Sequence   ; person gesturing NO: dark skin tone                            #  8.0  [1] (🙅🏿)
1F646 1F3FB   ; Emoji_Modifier_Sequence   ; person gesturing OK: light skin tone                           #  8.0  [1] (🙆🏻)
1F646 1F3FC   ; Emoji_Modifier_Sequence   ; person gesturing OK: medium-light skin tone                    #  8.0  [1] (🙆🏼)
1F646 1F3FD   ; Emoji_Modifier_Sequence   ; person gesturing OK: medium skin tone                          #  8.0  [1] (🙆🏽)
1F646 1F3FE   ; Emoji_Modifier_Sequence   ; person gesturing OK: medium-dark skin tone                     #  8.0  [1] (🙆🏾)
1F646 1F3FF   ; Emoji_Modifier_Sequence   ; person gesturing OK: dark skin tone                            #  8.0  [1] (🙆🏿)
1F647 1F3FB   ; Emoji_Modifier_Sequence   ; person bowing: light skin tone                                 #  8.0  [1] (🙇🏻)
1F647 1F3FC   ; Emoji_Modifier_Sequence   ; person bowing: medium-light skin tone                          #  8.0  [1] (🙇🏼)
1F647 1F3FD   ; Emoji_Modifier_Sequence   ; person bowing: medium skin tone                                #  8.0  [1] (🙇🏽)
1F647 1F3FE   ; Emoji_Modifier_Sequence   ; person bowing: medium-dark skin tone                           #  8.0  [1] (🙇🏾)
1F647 1F3FF   ; Emoji_Modifier_Sequence   ; person bowing: dark skin tone                                  #  8.0  [1] (🙇🏿)
1F64B 1F3FB   ; Emoji_Modifier_Sequence   ; person raising hand: light skin tone                           #  8.0  [1] (🙋🏻)
1F64B 1F3FC   ; Emoji_Modifier_Sequence   ; person raising hand: medium-light skin tone                    #  8.0  [1] (🙋🏼)
1F64B 1F3FD   ; Emoji_Modifier_Sequence   ; person raising hand: medium skin tone                          #  8.0  [1] (🙋🏽)
1F64B 1F3FE   ; Emoji_Modifier_Sequence   ; person raising hand: medium-dark skin tone                     #  8.0  [1] (🙋🏾)
1F64B 1F3FF   ; Emoji_Modifier_Sequence   ; person raising hand: dark skin tone                            #  8.0  [1] (🙋🏿)
1F64C 1F3FB   ; Emoji_Modifier_Sequence   ; raising hands: light skin tone                                 #  8.0  [1] (🙌🏻)
1F64C 1F3FC   ; Emoji_Modifier_Sequence   ; raising hands: medium-light skin tone                          #  8.0  [1] (🙌🏼)
1F64C 1F3FD   ; Emoji_Modifier_Sequence   ; raising hands: medium skin tone                                #  8.0  [1] (🙌🏽)
1F64C 1F3FE   ; Emoji_Modifier_Sequence   ; raising hands: medium-dark skin tone                           #  8.0  [1] (🙌🏾)
1F64C 1F3FF   ; Emoji_Modifier_Sequence   ; raising hands: dark skin tone                                  #  8.0  [1] (🙌🏿)
1F64D 1F3FB   ; Emoji_Modifier_Sequence   ; person frowning: light skin tone                               #  8.0  [1] (🙍🏻)
1F64D 1F3FC   ; Emoji_Modifier_Sequence   ; person frowning: medium-light skin tone                        #  8.0  [1] (🙍🏼)
1F64D 1F3FD   ; Emoji_Modifier_Sequence   ; person frowning: medium skin tone                              #  8.0  [1] (🙍🏽)
1F64D 1F3FE   ; Emoji_Modifier_Sequence   ; person frowning: medium-dark skin tone                         #  8.0  [1] (🙍🏾)
1F64D 1F3FF   ; Emoji_Modifier_Sequence   ; person frowning: dark skin tone                                #  8.0  [1] (🙍🏿)
1F64E 1F3FB   ; Emoji_Modifier_Sequence   ; person pouting: light skin tone                                #  8.0  [1] (🙎🏻)
1F64E 1F3FC   ; Emoji_Modifier_Sequence   ; person pouting: medium-light skin tone                         #  8.0  [1] (🙎🏼)
1F64E 1F3FD   ; Emoji_Modifier_Sequence   ; person pouting: medium skin tone                               #  8.0  [1] (🙎🏽)
1F64E 1F3FE   ; Emoji_Modifier_Sequence   ; person pouting: medium-dark skin tone                          #  8.0  [1] (🙎🏾)
1F64E 1F3FF   ; Emoji_Modifier_Sequence   ; person pouting: dark skin tone                                 #  8.0  [1] (🙎🏿)
1F64F 1F3FB   ; Emoji_Modifier_Sequence   ; folded hands: light skin tone                                  #  8.0  [1] (🙏🏻)
1F64F 1F3FC   ; Emoji_Modifier_Sequence   ; folded hands: medium-light skin tone                           #  8.0  [1] (🙏🏼)
1F64F 1F3FD   ; Emoji_Modifier_Sequence   ; folded hands: medium skin tone                                 #  8.0  [1] (🙏🏽)
1F64F 1F3FE   ; Emoji_Modifier_Sequence   ; folded hands: medium-dark skin tone                            #  8.0  [1] (🙏🏾)
1F64F 1F3FF   ; Emoji_Modifier_Sequence   ; folded hands: dark skin tone                                   #  8.0  [1] (🙏🏿)
1F6A3 1F3FB   ; Emoji_Modifier_Sequence   ; person rowing boat: light skin tone                            #  8.0  [1] (🚣🏻)
1F6A3 1F3FC   ; Emoji_Modifier_Sequence   ; person rowing boat: medium-light skin tone                     #  8.0  [1] (🚣🏼)
1F6A3 1F3FD   ; Emoji_Modifier_Sequence   ; person rowing boat: medium skin tone                           #  8.0  [1] (🚣🏽)
1F6A3 1F3FE   ; Emoji_Modifier_Sequence   ; person rowing boat: medium-dark skin tone                      #  8.0  [1] (🚣🏾)
1F6A3 1F3FF   ; Emoji_Modifier_Sequence   ; person rowing boat: dark skin tone                             #  8.0  [1] (🚣🏿)
1F6B4 1F3FB   ; Emoji_Modifier_Sequence   ; person biking: light skin tone                                 #  8.0  [1] (🚴🏻)
1F6B4 1F3FC   ; Emoji_Modifier_Sequence   ; person biking: medium-light skin tone                          #  8.0  [1] (🚴🏼)
1F6B4 1F3FD   ; Emoji_Modifier_Sequence   ; person biking: medium skin tone                                #  8.0  [1] (🚴🏽)
1F6B4 1F3FE   ; Emoji_Modifier_Sequence   ; person biking: medium-dark skin tone                           #  8.0  [1] (🚴🏾)
1F6B4 1F3FF   ; Emoji_Modifier_Sequence   ; person biking: dark skin tone                                  #  8.0  [1] (🚴🏿)
1F6B5 1F3FB   ; Emoji_Modifier_Sequence   ; person mountain biking: light skin tone                        #  8.0  [1] (🚵🏻)
1F6B5 1F3FC   ; Emoji_Modifier_Sequence   ; person mountain biking: medium-light skin tone                 #  8.0  [1] (🚵🏼)
1F6B5 1F3FD   ; Emoji_Modifier_Sequence   ; person mountain biking: medium skin tone                       #  8.0  [1] (🚵🏽)
1F6B5 1F3FE   ; Emoji_Modifier_Sequence   ; person mountain biking: medium-dark skin tone                  #  8.0  [1] (🚵🏾)
1F6B5 1F3FF   ; Emoji_Modifier_Sequence   ; person mountain biking: dark skin tone                         #  8.0  [1] (🚵🏿)
1F6B6 1F3FB   ; Emoji_Modifier_Sequence   ; person walking: light skin tone                                #  8.0  [1] (🚶🏻)
1F6B6 1F3FC   ; Emoji_Modifier_Sequence   ; person walking: medium-light skin tone                         #  8.0  [1] (🚶🏼)
1F6B6 1F3FD   ; Emoji_Modifier_Sequence   ; person walking: medium skin tone                               #  8.0  [1] (🚶🏽)
1F6B6 1F3FE   ; Emoji_Modifier_Sequence   ; person walking: medium-dark skin tone                          #  8.0  [1] (🚶🏾)
1F6B6 1F3FF   ; Emoji_Modifier_Sequence   ; person walking: dark skin tone                                 #  8.0  [1] (🚶🏿)
1F6C0 1F3FB   ; Emoji_Modifier_Sequence   ; person taking bath: light skin tone                            #  8.0  [1] (🛀🏻)
1F6C0 1F3FC   ; Emoji_Modifier_Sequence   ; person taking bath: medium-light skin tone                     #  8.0  [1] (🛀🏼)
1F6C0 1F3FD   ; Emoji_Modifier_Sequence   ; person taking bath: medium skin tone                           #  8.0  [1] (🛀🏽)
1F6C0 1F3FE   ; Emoji_Modifier_Sequence   ; person taking bath: medium-dark skin tone                      #  8.0  [1] (🛀🏾)
1F6C0 1F3FF   ; Emoji_Modifier_Sequence   ; person taking bath: dark skin tone                             #  8.0  [1] (🛀🏿)
1F6CC 1F3FB   ; Emoji_Modifier_Sequence   ; person in bed: light skin tone                                 #  8.0  [1] (🛌🏻)
1F6CC 1F3FC   ; Emoji_Modifier_Sequence   ; person in bed: medium-light skin tone                          #  8.0  [1] (🛌🏼)
1F6CC 1F3FD   ; Emoji_Modifier_Sequence   ; person in bed: medium skin tone                                #  8.0  [1] (🛌🏽)
1F6CC 1F3FE   ; Emoji_Modifier_Sequence   ; person in bed: medium-dark skin tone                           #  8.0  [1] (🛌🏾)
1F6CC 1F3FF   ; Emoji_Modifier_Sequence   ; person in bed: dark skin tone                                  #  8.0  [1] (🛌🏿)
1F918 1F3FB   ; Emoji_Modifier_Sequence   ; sign of the horns: light skin tone                             #  8.0  [1] (🤘🏻)
1F918 1F3FC   ; Emoji_Modifier_Sequence   ; sign of the horns: medium-light skin tone                      #  8.0  [1] (🤘🏼)
1F918 1F3FD   ; Emoji_Modifier_Sequence   ; sign of the horns: medium skin tone                            #  8.0  [1] (🤘🏽)
1F918 1F3FE   ; Emoji_Modifier_Sequence   ; sign of the horns: medium-dark skin tone                       #  8.0  [1] (🤘🏾)
1F918 1F3FF   ; Emoji_Modifier_Sequence   ; sign of the horns: dark skin tone                              #  8.0  [1] (🤘🏿)
1F919 1F3FB   ; Emoji_Modifier_Sequence   ; call me hand: light skin tone                                  #  9.0  [1] (🤙🏻)
1F919 1F3FC   ; Emoji_Modifier_Sequence   ; call me hand: medium-light skin tone                           #  9.0  [1] (🤙🏼)
1F919 1F3FD   ; Emoji_Modifier_Sequence   ; call me hand: medium skin tone                                 #  9.0  [1] (🤙🏽)
1F919 1F3FE   ; Emoji_Modifier_Sequence   ; call me hand: medium-dark skin tone                            #  9.0  [1] (🤙🏾)
1F919 1F3FF   ; Emoji_Modifier_Sequence   ; call me hand: dark skin tone                                   #  9.0  [1] (🤙🏿)
1F91A 1F3FB   ; Emoji_Modifier_Sequence   ; raised back of hand: light skin tone                           #  9.0  [1] (🤚🏻)
1F91A 1F3FC   ; Emoji_Modifier_Sequence   ; raised back of hand: medium-light skin tone                    #  9.0  [1] (🤚🏼)
1F91A 1F3FD   ; Emoji_Modifier_Sequence   ; raised back of hand: medium skin tone                          #  9.0  [1] (🤚🏽)
1F91A 1F3FE   ; Emoji_Modifier_Sequence   ; raised back of hand: medium-dark skin tone                     #  9.0  [1] (🤚🏾)
1F91A 1F3FF   ; Emoji_Modifier_Sequence   ; raised back of hand: dark skin tone                            #  9.0  [1] (🤚🏿)
1F91B 1F3FB   ; Emoji_Modifier_Sequence   ; left-facing fist: light skin tone                              #  9.0  [1] (🤛🏻)
1F91B 1F3FC   ; Emoji_Modifier_Sequence   ; left-facing fist: medium-light skin tone                       #  9.0  [1] (🤛🏼)
1F91B 1F3FD   ; Emoji_Modifier_Sequence   ; left-facing fist: medium skin tone                             #  9.0  [1] (🤛🏽)
1F91B 1F3FE   ; Emoji_Modifier_Sequence   ; left-facing fist: medium-dark skin tone                        #  9.0  [1] (🤛🏾)
1F91B 1F3FF   ; Emoji_Modifier_Sequence   ; left-facing fist: dark skin tone                               #  9.0  [1] (🤛🏿)
1F91C 1F3FB   ; Emoji_Modifier_Sequence   ; right-facing fist: light skin tone                             #  9.0  [1] (🤜🏻)
1F91C 1F3FC   ; Emoji_Modifier_Sequence   ; right-facing fist: medium-light skin tone                      #  9.0  [1] (🤜🏼)
1F91C 1F3FD   ; Emoji_Modifier_Sequence   ; right-facing fist: medium skin tone                            #  9.0  [1] (🤜🏽)
1F91C 1F3FE   ; Emoji_Modifier_Sequence   ; right-facing fist: medium-dark skin tone                       #  9.0  [1] (🤜🏾)
1F91C 1F3FF   ; Emoji_Modifier_Sequence   ; right-facing fist: dark skin tone                              #  9.0  [1] (🤜🏿)
1F91E 1F3FB   ; Emoji_Modifier_Sequence   ; crossed fingers: light skin tone                               #  9.0  [1] (🤞🏻)
1F91E 1F3FC   ; Emoji_Modifier_Sequence   ; crossed fingers: medium-light skin tone                        #  9.0  [1] (🤞🏼)
1F91E 1F3FD   ; Emoji_Modifier_Sequence   ; crossed fingers: medium skin tone                              #  9.0  [1] (🤞🏽)
1F91E 1F3FE   ; Emoji_Modifier_Sequence   ; crossed fingers: medium-dark skin tone                         #  9.0  [1] (🤞🏾)
1F91E 1F3FF   ; Emoji_Modifier_Sequence   ; crossed fingers: dark skin tone                                #  9.0  [1] (🤞🏿)
1F91F 1F3FB   ; Emoji_Modifier_Sequence   ; love-you gesture: light skin tone                              # 10.0  [1] (🤟🏻)
1F91F 1F3FC   ; Emoji_Modifier_Sequence   ; love-you gesture: medium-light skin tone                       # 10.0  [1] (🤟🏼)
1F91F 1F3FD   ; Emoji_Modifier_Sequence   ; love-you gesture: medium skin tone                             # 10.0  [1] (🤟🏽)
1F91F 1F3FE   ; Emoji_Modifier_Sequence   ; love-you gesture: medium-dark skin tone                        # 10.0  [1] (🤟🏾)
1F91F 1F3FF   ; Emoji_Modifier_Sequence   ; love-you gesture: dark skin tone                               # 10.0  [1] (🤟🏿)
1F926 1F3FB   ; Emoji_Modifier_Sequence   ; person facepalming: light skin tone                            #  9.0  [1] (🤦🏻)
1F926 1F3FC   ; Emoji_Modifier_Sequence   ; person facepalming: medium-light skin tone                     #  9.0  [1] (🤦🏼)
1F926 1F3FD   ; Emoji_Modifier_Sequence   ; person facepalming: medium skin tone                           #  9.0  [1] (🤦🏽)
1F926 1F3FE   ; Emoji_Modifier_Sequence   ; person facepalming: medium-dark skin tone                      #  9.0  [1] (🤦🏾)
1F926 1F3FF   ; Emoji_Modifier_Sequence   ; person facepalming: dark skin tone                             #  9.0  [1] (🤦🏿)
1F930 1F3FB   ; Emoji_Modifier_Sequence   ; pregnant woman: light skin tone                                #  9.0  [1] (🤰🏻)
1F930 1F3FC   ; Emoji_Modifier_Sequence   ; pregnant woman: medium-light skin tone                         #  9.0  [1] (🤰🏼)
1F930 1F3FD   ; Emoji_Modifier_Sequence   ; pregnant woman: medium skin tone                               #  9.0  [1] (🤰🏽)
1F930 1F3FE   ; Emoji_Modifier_Sequence   ; pregnant woman: medium-dark skin tone                          #  9.0  [1] (🤰🏾)
1F930 1F3FF   ; Emoji_Modifier_Sequence   ; pregnant woman: dark skin tone                                 #  9.0  [1] (🤰🏿)
